Order ID,Order Date,Ship Date,Customer_ID,Product_ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Sales Channel,Order Priority,Days_To_Ship
635901391,19-03-10,21-03-10,CUST-Central America and the Caribbean-Dominican Republic,PROD-Snacks,6208,152.58,97.44,947216.64,604907.52,342309.12,Offline,L,2
599598872,22-01-13,12-02-13,CUST-Sub-Saharan Africa-Guinea-Bissau,PROD-Clothes,3486,109.28,35.84,380950.08,124938.24,256011.84,Offline,L,21
767600858,30-09-14,09-11-14,CUST-Sub-Saharan Africa-Chad,PROD-Office Supplies,9006,651.21,524.96,5864797.26,4727789.76,1137007.5,Offline,H,40
489956176,20-04-13,02-06-13,CUST-Europe-Slovakia,PROD-Personal Care,7775,81.73,56.67,635450.75,440609.25,194841.5,Online,H,43
537026154,28-05-15,24-06-15,CUST-Asia-Thailand,PROD-Clothes,6828,109.28,35.84,746163.84,244715.52,501448.32,Online,H,27
849484622,07-06-17,05-07-17,CUST-Asia-Brunei,PROD-Clothes,232,109.28,35.84,25352.96,8314.88,17038.08,Offline,C,28
988317906,31-10-16,12-12-16,CUST-Europe-Macedonia,PROD-Clothes,4086,109.28,35.84,446518.08,146442.24,300075.84,Online,M,42
584824836,25-11-15,01-12-15,CUST-Asia-Brunei,PROD-Fruits,1520,9.33,6.92,14181.6,10518.4,3663.2,Offline,H,6
690616738,04-06-10,26-06-10,CUST-Europe-Greece,PROD-Personal Care,7695,81.73,56.67,628912.35,436075.65,192836.7,Online,M,22
627617442,09-03-16,04-04-16,CUST-Europe-Malta,PROD-Baby Food,4803,255.28,159.42,1226109.84,765694.26,460415.58,Offline,H,26
238063275,06-03-12,24-03-12,CUST-Asia-India,PROD-Meat,7068,421.89,364.69,2981918.52,2577628.92,404289.6,Offline,C,18
334503066,11-07-12,21-08-12,CUST-Europe-Macedonia,PROD-Office Supplies,5745,651.21,524.96,3741201.45,3015895.2,725306.25,Offline,C,41
449798142,11-04-17,26-05-17,CUST-Sub-Saharan Africa-Comoros,PROD-Office Supplies,4121,651.21,524.96,2683636.41,2163360.16,520276.25,Online,L,45
187122333,08-03-16,30-03-16,CUST-Europe-Malta,PROD-Clothes,2511,109.28,35.84,274402.08,89994.24,184407.84,Online,M,22
569961965,20-03-15,16-04-15,CUST-Australia and Oceania-Nauru,PROD-Baby Food,3266,255.28,159.42,833744.48,520665.72,313078.76,Online,C,27
892115867,15-01-10,17-01-10,CUST-Asia-Sri Lanka,PROD-Cereal,5765,205.7,117.11,1185860.5,675139.15,510721.35,Online,C,2
967695367,14-07-12,18-07-12,CUST-Central America and the Caribbean-Barbados,PROD-Personal Care,1418,81.73,56.67,115893.14,80358.06,35535.08,Online,L,4
681124293,19-09-16,15-10-16,CUST-Europe-Lithuania,PROD-Fruits,8669,9.33,6.92,80881.77,59989.48,20892.29,Online,L,26
437138974,03-02-10,01-03-10,CUST-Central America and the Caribbean-El Salvador,PROD-Office Supplies,7992,651.21,524.96,5204470.32,4195480.32,1008990,Offline,H,26
710788238,22-04-15,22-04-15,CUST-Europe-Slovakia,PROD-Household,6890,668.27,502.54,4604380.3,3462500.6,1141879.7,Offline,C,0
697433412,21-08-10,28-08-10,CUST-Europe-Estonia,PROD-Fruits,4900,9.33,6.92,45717,33908,11809,Online,C,7
562748324,27-01-17,13-03-17,CUST-Sub-Saharan Africa-Lesotho,PROD-Household,8590,668.27,502.54,5740439.3,4316818.6,1423620.7,Online,H,45
992719304,29-03-11,21-04-11,CUST-Europe-Georgia,PROD-Beverages,6557,47.45,31.79,311129.65,208447.03,102682.62,Offline,C,23
943645179,20-06-12,31-07-12,CUST-Australia and Oceania-Papua New Guinea,PROD-Fruits,4433,9.33,6.92,41359.89,30676.36,10683.53,Online,H,41
792137277,13-11-10,24-11-10,CUST-Europe-Montenegro,PROD-Household,9878,668.27,502.54,6601171.06,4964090.12,1637080.94,Offline,C,11
985119426,18-07-16,22-08-16,CUST-Australia and Oceania-Palau,PROD-Cosmetics,7584,437.2,263.33,3315724.8,1997094.72,1318630.08,Offline,L,35
689827954,19-05-10,13-06-10,CUST-Central America and the Caribbean-Saint Kitts and Nevis ,PROD-Household,4276,668.27,502.54,2857522.52,2148861.04,708661.48,Online,M,25
943811690,18-12-15,21-01-16,CUST-Australia and Oceania-Nauru,PROD-Cereal,3708,205.7,117.11,762735.6,434243.88,328491.72,Online,M,34
604931962,10-07-12,05-08-12,CUST-Middle East and North Africa-Yemen,PROD-Baby Food,1665,255.28,159.42,425041.2,265434.3,159606.9,Online,C,26
401362597,03-06-14,09-06-14,CUST-Europe-Georgia,PROD-Cosmetics,967,437.2,263.33,422772.4,254640.11,168132.29,Online,M,6
681589925,16-05-14,26-06-14,CUST-Sub-Saharan Africa-Seychelles ,PROD-Cereal,6460,205.7,117.11,1328822,756530.6,572291.4,Offline,H,41
964412772,05-07-17,09-08-17,CUST-Sub-Saharan Africa-Rwanda,PROD-Office Supplies,26,651.21,524.96,16931.46,13648.96,3282.5,Online,L,35
388942468,21-11-14,28-11-14,CUST-Middle East and North Africa-Saudi Arabia,PROD-Office Supplies,5574,651.21,524.96,3629844.54,2926127.04,703717.5,Online,H,7
864602839,25-07-17,09-08-17,CUST-Europe-Georgia,PROD-Household,4048,668.27,502.54,2705156.96,2034281.92,670875.04,Online,H,15
321130216,07-12-14,03-01-15,CUST-Europe-Malta,PROD-Fruits,8422,9.33,6.92,78577.26,58280.24,20297.02,Online,L,27
358573424,23-05-16,26-05-16,CUST-Asia-South Korea,PROD-Office Supplies,8699,651.21,524.96,5664875.79,4566627.04,1098248.75,Online,M,3
397293794,03-04-17,17-04-17,CUST-Sub-Saharan Africa-Eritrea,PROD-Vegetables,6917,154.06,90.93,1065633.02,628962.81,436670.21,Online,M,14
827965152,12-02-10,03-03-10,CUST-Europe-Iceland,PROD-Baby Food,2142,255.28,159.42,546809.76,341477.64,205332.12,Offline,M,19
761573827,10-05-11,22-06-11,CUST-Sub-Saharan Africa-Djibouti,PROD-Vegetables,5474,154.06,90.93,843324.44,497750.82,345573.62,Online,L,43
279418647,27-11-11,12-01-12,CUST-Australia and Oceania-Tuvalu,PROD-Office Supplies,5042,651.21,524.96,3283400.82,2646848.32,636552.5,Offline,H,46
883110940,06-05-11,09-05-11,CUST-Middle East and North Africa-Lebanon,PROD-Clothes,1007,109.28,35.84,110044.96,36090.88,73954.08,Offline,L,3
544574534,03-02-14,03-03-14,CUST-Sub-Saharan Africa-Mozambique,PROD-Vegetables,561,154.06,90.93,86427.66,51011.73,35415.93,Online,L,28
456045758,03-07-10,18-08-10,CUST-Middle East and North Africa-Kuwait,PROD-Household,2929,668.27,502.54,1957362.83,1471939.66,485423.17,Online,M,46
980073440,29-11-10,20-12-10,CUST-Asia-North Korea,PROD-Meat,4365,421.89,364.69,1841549.85,1591871.85,249678,Offline,H,21
299518907,02-08-11,05-09-11,CUST-Asia-Brunei,PROD-Baby Food,3155,255.28,159.42,805408.4,502970.1,302438.3,Offline,H,34
267555987,19-08-13,06-10-13,CUST-Asia-Philippines,PROD-Baby Food,4617,255.28,159.42,1178627.76,736042.14,442585.62,Online,M,48
557671010,30-08-11,12-10-11,CUST-Middle East and North Africa-Morocco,PROD-Meat,6099,421.89,364.69,2573107.11,2224244.31,348862.8,Offline,L,43
913662803,13-09-12,21-10-12,CUST-Central America and the Caribbean-Saint Vincent and the Grenadines,PROD-Beverages,1982,47.45,31.79,94045.9,63007.78,31038.12,Offline,L,38
699642693,09-04-17,21-04-17,CUST-Central America and the Caribbean-Dominican Republic,PROD-Vegetables,8675,154.06,90.93,1336470.5,788817.75,547652.75,Offline,C,12
250034511,07-08-15,13-09-15,CUST-Central America and the Caribbean-Honduras,PROD-Baby Food,9623,255.28,159.42,2456559.44,1534098.66,922460.78,Online,M,37
419574582,15-02-14,30-03-14,CUST-Middle East and North Africa-Kuwait,PROD-Snacks,298,152.58,97.44,45468.84,29037.12,16431.72,Online,L,43
333311736,24-07-16,25-07-16,CUST-Middle East and North Africa-Israel,PROD-Beverages,3204,47.45,31.79,152029.8,101855.16,50174.64,Online,M,1
536607301,18-07-12,04-09-12,CUST-Europe-Estonia,PROD-Beverages,2880,47.45,31.79,136656,91555.2,45100.8,Online,C,48
745135104,17-09-11,19-09-11,CUST-Sub-Saharan Africa-Kenya,PROD-Snacks,891,152.58,97.44,135948.78,86819.04,49129.74,Online,L,2
294881474,07-03-17,09-03-17,CUST-Central America and the Caribbean-Antigua and Barbuda ,PROD-Cosmetics,836,437.2,263.33,365499.2,220143.88,145355.32,Offline,M,2
392145240,19-03-14,09-04-14,CUST-Asia-Maldives,PROD-Clothes,3346,109.28,35.84,365650.88,119920.64,245730.24,Online,M,21
963537728,06-11-11,23-12-11,CUST-Central America and the Caribbean-Trinidad and Tobago,PROD-Baby Food,1081,255.28,159.42,275957.68,172333.02,103624.66,Offline,C,47
205982768,27-05-16,30-05-16,CUST-Australia and Oceania-Vanuatu,PROD-Meat,3733,421.89,364.69,1574915.37,1361387.77,213527.6,Online,H,3
436716687,19-07-12,19-08-12,CUST-Sub-Saharan Africa-Cameroon,PROD-Meat,3027,421.89,364.69,1277061.03,1103916.63,173144.4,Offline,C,31
443288314,07-07-12,12-07-12,CUST-Sub-Saharan Africa-Republic of the Congo,PROD-Personal Care,7718,81.73,56.67,630792.14,437379.06,193413.08,Online,C,5
433558976,18-06-14,06-07-14,CUST-Australia and Oceania-Nauru,PROD-Household,8591,668.27,502.54,5741107.57,4317321.14,1423786.43,Online,M,18
685702502,27-10-13,13-12-13,CUST-Sub-Saharan Africa-Benin,PROD-Fruits,3463,9.33,6.92,32309.79,23963.96,8345.83,Offline,M,47
198205220,30-08-14,03-10-14,CUST-Asia-Bhutan,PROD-Cosmetics,2184,437.2,263.33,954844.8,575112.72,379732.08,Offline,H,34
739865958,06-10-10,16-10-10,CUST-Europe-United Kingdom,PROD-Personal Care,1633,81.73,56.67,133465.09,92542.11,40922.98,Online,C,10
999796044,10-02-12,29-02-12,CUST-Central America and the Caribbean-Saint Kitts and Nevis ,PROD-Vegetables,722,154.06,90.93,111231.32,65651.46,45579.86,Online,C,19
637419307,29-10-10,09-12-10,CUST-Middle East and North Africa-Lebanon,PROD-Vegetables,5393,154.06,90.93,830845.58,490385.49,340460.09,Offline,L,41
732472074,29-03-15,20-04-15,CUST-Sub-Saharan Africa-Zimbabwe,PROD-Vegetables,3619,154.06,90.93,557543.14,329075.67,228467.47,Offline,M,22
635003173,25-10-15,10-12-15,CUST-Sub-Saharan Africa-Swaziland,PROD-Cereal,405,205.7,117.11,83308.5,47429.55,35878.95,Offline,H,46
215373933,27-08-11,03-09-11,CUST-Asia-Tajikistan,PROD-Cereal,2788,205.7,117.11,573491.6,326502.68,246988.92,Online,H,7
314258182,13-04-14,27-05-14,CUST-Asia-Bangladesh,PROD-Cereal,4834,205.7,117.11,994353.8,566109.74,428244.06,Offline,L,44
492642247,27-07-13,28-07-13,CUST-Sub-Saharan Africa-Mauritius ,PROD-Fruits,2643,9.33,6.92,24659.19,18289.56,6369.63,Online,H,1
381824958,25-10-11,11-11-11,CUST-Middle East and North Africa-Qatar,PROD-Fruits,9345,9.33,6.92,87188.85,64667.4,22521.45,Offline,H,17
133417642,19-05-12,30-06-12,CUST-Sub-Saharan Africa-Malawi,PROD-Fruits,100,9.33,6.92,933,692,241,Online,M,42
869344127,27-11-15,09-12-15,CUST-Europe-Serbia,PROD-Meat,7101,421.89,364.69,2995840.89,2589663.69,406177.2,Online,H,12
631840741,08-07-16,07-08-16,CUST-Asia-Tajikistan,PROD-Cosmetics,4571,437.2,263.33,1998441.2,1203681.43,794759.77,Offline,H,30
233456313,15-03-13,18-04-13,CUST-Australia and Oceania-Federated States of Micronesia,PROD-Vegetables,3766,154.06,90.93,580189.96,342442.38,237747.58,Offline,M,34
107052171,01-08-13,30-08-13,CUST-Asia-Mongolia,PROD-Beverages,7971,47.45,31.79,378223.95,253398.09,124825.86,Offline,H,29
755802142,26-12-14,30-12-14,CUST-Asia-Kazakhstan,PROD-Baby Food,7504,255.28,159.42,1915621.12,1196287.68,719333.44,Offline,H,4
503192555,19-10-15,03-11-15,CUST-Middle East and North Africa-Somalia,PROD-Cosmetics,4714,437.2,263.33,2060960.8,1241337.62,819623.18,Offline,C,15
443022239,11-09-11,15-09-11,CUST-Europe-Poland,PROD-Meat,8980,421.89,364.69,3788572.2,3274916.2,513656,Online,H,4
389402520,21-07-14,17-08-14,CUST-Europe-Ireland,PROD-Office Supplies,1714,651.21,524.96,1116173.94,899781.44,216392.5,Offline,M,27
226757228,24-10-10,22-11-10,CUST-Asia-Philippines,PROD-Household,1358,668.27,502.54,907510.66,682449.32,225061.34,Online,L,29
359822690,14-09-10,29-09-10,CUST-Central America and the Caribbean-Belize,PROD-Household,8385,668.27,502.54,5603443.95,4213797.9,1389646.05,Offline,L,15
363647735,24-02-14,31-03-14,CUST-Middle East and North Africa-Algeria,PROD-Baby Food,301,255.28,159.42,76839.28,47985.42,28853.86,Offline,L,35
333593690,29-07-14,12-09-14,CUST-Asia-Philippines,PROD-Beverages,6641,47.45,31.79,315115.45,211117.39,103998.06,Online,H,45
435334384,03-04-10,16-05-10,CUST-Asia-Kazakhstan,PROD-Clothes,3973,109.28,35.84,434169.44,142392.32,291777.12,Offline,C,43
454856145,01-09-15,10-10-15,CUST-Europe-United Kingdom,PROD-Clothes,896,109.28,35.84,97914.88,32112.64,65802.24,Online,H,39
248457801,15-04-12,19-05-12,CUST-Europe-Netherlands,PROD-Baby Food,3039,255.28,159.42,775795.92,484477.38,291318.54,Online,C,34
192750680,10-12-12,17-01-13,CUST-Central America and the Caribbean-Saint Kitts and Nevis ,PROD-Personal Care,8064,81.73,56.67,659070.72,456986.88,202083.84,Offline,H,38
734658610,05-08-12,08-08-12,CUST-Europe-Austria,PROD-Meat,663,421.89,364.69,279713.07,241789.47,37923.6,Offline,L,3
141417920,01-11-14,14-12-14,CUST-Europe-Spain,PROD-Personal Care,7560,81.73,56.67,617878.8,428425.2,189453.6,Online,C,43
350577437,21-12-12,30-12-12,CUST-Sub-Saharan Africa-Ethiopia,PROD-Snacks,2509,152.58,97.44,382823.22,244476.96,138346.26,Online,M,9
219998490,09-07-16,25-07-16,CUST-Europe-Lithuania,PROD-Clothes,1297,109.28,35.84,141736.16,46484.48,95251.68,Offline,C,16
477854907,15-02-17,07-03-17,CUST-Middle East and North Africa-Syria,PROD-Cosmetics,6741,437.2,263.33,2947165.2,1775107.53,1172057.67,Online,C,20
572633016,26-01-15,02-03-15,CUST-Sub-Saharan Africa-Zambia,PROD-Personal Care,3689,81.73,56.67,301501.97,209055.63,92446.34,Online,L,35
923131644,30-06-15,18-07-15,CUST-Europe-Poland,PROD-Personal Care,4022,81.73,56.67,328718.06,227926.74,100791.32,Offline,C,18
668462121,08-01-17,14-02-17,CUST-Sub-Saharan Africa-Mauritania,PROD-Meat,1651,421.89,364.69,696540.39,602103.19,94437.2,Offline,H,37
818048274,26-07-15,14-09-15,CUST-Europe-Bulgaria,PROD-Beverages,7518,47.45,31.79,356729.1,238997.22,117731.88,Offline,H,50
201626431,31-08-15,24-09-15,CUST-Middle East and North Africa-Bahrain,PROD-Clothes,4597,109.28,35.84,502360.16,164756.48,337603.68,Online,M,24
419245421,27-07-11,15-08-11,CUST-Australia and Oceania-Tonga,PROD-Personal Care,2892,81.73,56.67,236363.16,163889.64,72473.52,Offline,C,19
891266572,28-09-13,06-10-13,CUST-Middle East and North Africa-Yemen,PROD-Fruits,4439,9.33,6.92,41415.87,30717.88,10697.99,Offline,C,8
208363711,10-10-14,29-11-14,CUST-Sub-Saharan Africa-Togo,PROD-Beverages,8307,47.45,31.79,394167.15,264079.53,130087.62,Offline,C,50
181523168,26-11-15,12-12-15,CUST-Sub-Saharan Africa-Benin,PROD-Meat,5594,421.89,364.69,2360052.66,2040075.86,319976.8,Offline,H,16
892043769,19-08-15,08-09-15,CUST-Sub-Saharan Africa-Djibouti,PROD-Beverages,4429,47.45,31.79,210156.05,140797.91,69358.14,Offline,L,20
241536843,15-07-13,21-08-13,CUST-Middle East and North Africa-Bahrain,PROD-Baby Food,4974,255.28,159.42,1269762.72,792955.08,476807.64,Online,M,37
701926219,17-01-14,14-02-14,CUST-Europe-Luxembourg,PROD-Meat,4421,421.89,364.69,1865175.69,1612294.49,252881.2,Offline,M,28
765448224,29-01-15,18-02-15,CUST-Sub-Saharan Africa-Mauritius ,PROD-Beverages,1994,47.45,31.79,94615.3,63389.26,31226.04,Offline,H,20
794651687,29-10-11,27-11-11,CUST-Asia-Sri Lanka,PROD-Baby Food,3948,255.28,159.42,1007845.44,629390.16,378455.28,Online,M,29
772397935,14-09-15,15-10-15,CUST-Australia and Oceania-Australia,PROD-Cereal,8568,205.7,117.11,1762437.6,1003398.48,759039.12,Online,M,31
751860797,01-09-12,15-10-12,CUST-Middle East and North Africa-Turkey,PROD-Clothes,1173,109.28,35.84,128185.44,42040.32,86145.12,Offline,C,44
406526601,24-06-12,08-08-12,CUST-Asia-India,PROD-Fruits,9110,9.33,6.92,84996.3,63041.2,21955.1,Online,M,45
380194175,04-08-14,06-08-14,CUST-Europe-Vatican City,PROD-Beverages,6760,47.45,31.79,320762,214900.4,105861.6,Offline,L,2
936974847,14-12-11,02-02-12,CUST-Australia and Oceania-Kiribati,PROD-Clothes,534,109.28,35.84,58355.52,19138.56,39216.96,Offline,H,50
611292445,03-07-17,05-07-17,CUST-Sub-Saharan Africa-Rwanda,PROD-Cereal,3874,205.7,117.11,796881.8,453684.14,343197.66,Online,C,2
257883298,21-12-14,05-02-15,CUST-Sub-Saharan Africa-Chad,PROD-Clothes,2253,109.28,35.84,246207.84,80747.52,165460.32,Offline,L,46
801796233,23-08-15,12-10-15,CUST-Europe-Ireland,PROD-Snacks,8178,152.58,97.44,1247799.24,796864.32,450934.92,Offline,C,50
988392579,21-09-16,09-11-16,CUST-Central America and the Caribbean-Jamaica,PROD-Cosmetics,6183,437.2,263.33,2703207.6,1628169.39,1075038.21,Online,L,49
533346164,12-09-12,26-09-12,CUST-Central America and the Caribbean-Belize,PROD-Meat,7837,421.89,364.69,3306351.93,2858075.53,448276.4,Online,C,14
572643315,10-04-14,13-05-14,CUST-Middle East and North Africa-Tunisia ,PROD-Personal Care,6737,81.73,56.67,550615.01,381785.79,168829.22,Online,M,33
512582862,09-04-14,07-05-14,CUST-Asia-Myanmar,PROD-Cereal,3514,205.7,117.11,722829.8,411524.54,311305.26,Online,C,28
279776132,27-02-14,05-04-14,CUST-Europe-Italy,PROD-Meat,829,421.89,364.69,349746.81,302328.01,47418.8,Online,C,37
771146953,08-09-12,14-10-12,CUST-Sub-Saharan Africa-Sao Tome and Principe,PROD-Office Supplies,8375,651.21,524.96,5453883.75,4396540,1057343.75,Offline,C,36
703931653,29-03-17,10-04-17,CUST-Asia-Maldives,PROD-Baby Food,7874,255.28,159.42,2010074.72,1255273.08,754801.64,Online,H,12
665679061,02-05-17,16-06-17,CUST-Asia-Kazakhstan,PROD-Snacks,8082,152.58,97.44,1233151.56,787510.08,445641.48,Online,C,45
864250504,15-02-11,09-03-11,CUST-Central America and the Caribbean-Nicaragua,PROD-Cereal,9785,205.7,117.11,2012774.5,1145921.35,866853.15,Offline,C,22
677819812,05-10-16,30-10-16,CUST-Asia-Myanmar,PROD-Snacks,800,152.58,97.44,122064,77952,44112,Offline,L,25
904873311,07-08-15,19-09-15,CUST-Central America and the Caribbean-Dominica,PROD-Fruits,976,9.33,6.92,9106.08,6753.92,2352.16,Online,H,43
614209830,22-07-16,30-07-16,CUST-Sub-Saharan Africa-Angola,PROD-Vegetables,7193,154.06,90.93,1108153.58,654059.49,454094.09,Offline,L,8
294940698,25-06-14,08-07-14,CUST-Sub-Saharan Africa-Gabon,PROD-Baby Food,8362,255.28,159.42,2134651.36,1333070.04,801581.32,Online,L,13
506489741,20-08-16,29-09-16,CUST-Sub-Saharan Africa-Cameroon,PROD-Cosmetics,425,437.2,263.33,185810,111915.25,73894.75,Online,H,40
528593289,16-03-16,18-04-16,CUST-Middle East and North Africa-Israel,PROD-Meat,1356,421.89,364.69,572082.84,494519.64,77563.2,Online,L,33
611300170,24-03-11,19-04-11,CUST-Europe-France,PROD-Snacks,6160,152.58,97.44,939892.8,600230.4,339662.4,Online,M,26
624971711,12-12-15,27-12-15,CUST-Middle East and North Africa-Iran,PROD-Personal Care,1872,81.73,56.67,152998.56,106086.24,46912.32,Online,H,15
510281741,08-08-11,14-09-11,CUST-Asia-Kyrgyzstan,PROD-Personal Care,2562,81.73,56.67,209392.26,145188.54,64203.72,Online,C,37
728216588,12-10-10,20-11-10,CUST-Europe-Andorra,PROD-Baby Food,4326,255.28,159.42,1104341.28,689650.92,414690.36,Online,M,39
910075080,11-10-15,16-10-15,CUST-Europe-Sweden,PROD-Office Supplies,295,651.21,524.96,192106.95,154863.2,37243.75,Online,M,5
307468545,23-10-14,01-12-14,CUST-Europe-Belgium,PROD-Cereal,5630,205.7,117.11,1158091,659329.3,498761.7,Offline,L,39
942320811,04-02-16,01-03-16,CUST-Central America and the Caribbean-Guatemala,PROD-Fruits,2523,9.33,6.92,23539.59,17459.16,6080.43,Online,L,26
856868207,03-10-13,21-10-13,CUST-Europe-Andorra,PROD-Beverages,5199,47.45,31.79,246692.55,165276.21,81416.34,Online,L,18
863659560,10-05-14,15-05-14,CUST-North America-Mexico,PROD-Office Supplies,4911,651.21,524.96,3198092.31,2578078.56,620013.75,Online,H,5
495556199,13-05-10,23-06-10,CUST-Europe-United Kingdom,PROD-Personal Care,4947,81.73,56.67,404318.31,280346.49,123971.82,Offline,H,41
255731952,04-04-14,18-04-14,CUST-Sub-Saharan Africa-Equatorial Guinea,PROD-Office Supplies,5622,651.21,524.96,3661102.62,2951325.12,709777.5,Online,M,14
267673146,07-11-16,08-12-16,CUST-Central America and the Caribbean-Dominica,PROD-Personal Care,9287,81.73,56.67,759026.51,526294.29,232732.22,Online,H,31
725178611,27-10-13,30-11-13,CUST-Sub-Saharan Africa-Sierra Leone,PROD-Cereal,5321,205.7,117.11,1094529.7,623142.31,471387.39,Offline,C,34
542359673,15-01-17,12-02-17,CUST-Middle East and North Africa-United Arab Emirates,PROD-Office Supplies,5135,651.21,524.96,3343963.35,2695669.6,648293.75,Offline,M,28
503640162,15-12-12,24-12-12,CUST-Sub-Saharan Africa-Sao Tome and Principe,PROD-Fruits,7171,9.33,6.92,66905.43,49623.32,17282.11,Online,H,9
113756406,15-10-11,17-11-11,CUST-Central America and the Caribbean-Guatemala,PROD-Cereal,1903,205.7,117.11,391447.1,222860.33,168586.77,Online,H,33
747757232,19-06-13,06-08-13,CUST-Sub-Saharan Africa-South Sudan,PROD-Meat,6837,421.89,364.69,2884461.93,2493385.53,391076.4,Online,C,48
701003968,01-06-11,10-06-11,CUST-Sub-Saharan Africa-Zimbabwe,PROD-Household,1507,668.27,502.54,1007082.89,757327.78,249755.11,Offline,L,9
139170444,24-06-11,12-07-11,CUST-Europe-Greece,PROD-Cereal,2482,205.7,117.11,510547.4,290667.02,219880.38,Online,C,18
648242986,29-12-12,31-01-13,CUST-Sub-Saharan Africa-Ethiopia,PROD-Clothes,8360,109.28,35.84,913580.8,299622.4,613958.4,Offline,L,33
284520423,31-07-12,04-08-12,CUST-Australia and Oceania-Tuvalu,PROD-Baby Food,4771,255.28,159.42,1217940.88,760592.82,457348.06,Online,C,4
324614083,29-06-15,11-08-15,CUST-Sub-Saharan Africa-Togo,PROD-Clothes,9376,109.28,35.84,1024609.28,336035.84,688573.44,Online,C,43
315447795,08-09-16,28-10-16,CUST-Sub-Saharan Africa-Burkina Faso,PROD-Baby Food,6867,255.28,159.42,1753007.76,1094737.14,658270.62,Online,C,50
324257886,11-03-12,19-04-12,CUST-Europe-Macedonia,PROD-Clothes,3969,109.28,35.84,433732.32,142248.96,291483.36,Online,L,39
488593184,16-06-10,28-06-10,CUST-Central America and the Caribbean-Guatemala,PROD-Clothes,4436,109.28,35.84,484766.08,158986.24,325779.84,Online,H,12
566315019,02-06-13,08-07-13,CUST-Central America and the Caribbean-Haiti,PROD-Household,4054,668.27,502.54,2709166.58,2037297.16,671869.42,Online,H,36
385597217,23-09-12,04-10-12,CUST-Middle East and North Africa-Kuwait,PROD-Vegetables,5640,154.06,90.93,868898.4,512845.2,356053.2,Offline,C,11
294926106,30-03-16,07-04-16,CUST-Asia-China,PROD-Fruits,4044,9.33,6.92,37730.52,27984.48,9746.04,Online,M,8
713100516,14-12-13,13-01-14,CUST-Asia-Turkmenistan,PROD-Beverages,1144,47.45,31.79,54282.8,36367.76,17915.04,Offline,M,30
779231774,22-01-12,08-03-12,CUST-Europe-Portugal,PROD-Snacks,853,152.58,97.44,130150.74,83116.32,47034.42,Offline,M,46
602743709,14-01-14,25-01-14,CUST-Europe-Denmark,PROD-Fruits,4113,9.33,6.92,38374.29,28461.96,9912.33,Online,H,11
813372647,12-11-16,31-12-16,CUST-Australia and Oceania-Papua New Guinea,PROD-Meat,3896,421.89,364.69,1643683.44,1420832.24,222851.2,Online,M,49
311167418,16-10-14,30-10-14,CUST-Australia and Oceania-Samoa ,PROD-Beverages,209,47.45,31.79,9917.05,6644.11,3272.94,Offline,C,14
316489350,12-09-10,12-10-10,CUST-Sub-Saharan Africa-Sao Tome and Principe,PROD-Vegetables,5087,154.06,90.93,783703.22,462560.91,321142.31,Online,C,30
320012271,01-05-12,08-05-12,CUST-Europe-Slovakia,PROD-Baby Food,7597,255.28,159.42,1939362.16,1211113.74,728248.42,Online,C,7
332722508,07-05-13,24-05-13,CUST-Sub-Saharan Africa-Angola,PROD-Snacks,8839,152.58,97.44,1348654.62,861272.16,487382.46,Offline,H,17
435918891,03-04-12,26-04-12,CUST-North America-Mexico,PROD-Clothes,6942,109.28,35.84,758621.76,248801.28,509820.48,Offline,L,23
331212747,15-03-16,03-05-16,CUST-Middle East and North Africa-Jordan,PROD-Office Supplies,2067,651.21,524.96,1346051.07,1085092.32,260958.75,Offline,M,49
690527904,22-06-14,28-06-14,CUST-Asia-Laos,PROD-Clothes,1407,109.28,35.84,153756.96,50426.88,103330.08,Online,L,6
906100690,21-07-12,14-08-12,CUST-Europe-Sweden,PROD-Vegetables,4185,154.06,90.93,644741.1,380542.05,264199.05,Online,M,24
440479934,19-03-13,02-04-13,CUST-Middle East and North Africa-Saudi Arabia,PROD-Household,6656,668.27,502.54,4448005.12,3344906.24,1103098.88,Online,L,14
176526963,19-09-12,26-09-12,CUST-Sub-Saharan Africa-Swaziland,PROD-Vegetables,7106,154.06,90.93,1094750.36,646148.58,448601.78,Offline,H,7
167415606,06-03-12,23-03-12,CUST-Europe-San Marino,PROD-Clothes,853,109.28,35.84,93215.84,30571.52,62644.32,Offline,L,17
986632192,09-10-13,02-11-13,CUST-Sub-Saharan Africa-Uganda,PROD-Fruits,5246,9.33,6.92,48945.18,36302.32,12642.86,Online,M,24
577975547,15-12-16,31-01-17,CUST-Europe-Romania,PROD-Cereal,4663,205.7,117.11,959179.1,546083.93,413095.17,Online,C,47
105557000,05-09-14,19-09-14,CUST-Europe-France,PROD-Vegetables,5517,154.06,90.93,849949.02,501660.81,348288.21,Offline,C,14
803800380,23-04-12,10-06-12,CUST-Asia-Thailand,PROD-Fruits,1249,9.33,6.92,11653.17,8643.08,3010.09,Offline,C,48
827442014,17-04-16,15-05-16,CUST-Europe-Albania,PROD-Clothes,7334,109.28,35.84,801459.52,262850.56,538608.96,Online,H,28
201530730,13-03-15,08-04-15,CUST-Central America and the Caribbean-Saint Kitts and Nevis ,PROD-Beverages,6276,47.45,31.79,297796.2,199514.04,98282.16,Online,L,26
